0.074332,0.933333,0.031081,0.134132,0.081081,0.027397,0.067808,0.935405,0.018077
0.076655,0.930769,0.031081,0.148813,0.162162,0.054795,0.071395,0.996555,0.016026
0.074332,0.928205,0.030940,0.134826,0.094595,0.027397,0.063277,0.960310,0.011763
0.070848,0.928205,0.027250,0.131281,0.081081,0.027397,0.067841,0.961530,0.016058
0.070848,0.933333,0.030940,0.102690,0.108108,0.041096,0.075654,0.942152,0.018397
0.072009,0.928205,0.030798,0.165113,0.094595,0.027397,0.068538,0.953133,0.016346
0.070848,0.925641,0.029662,0.119413,0.135135,0.041096,0.067172,0.932391,0.013942
0.068525,0.925641,0.031507,0.134672,0.081081,0.027397,0.065812,0.950406,0.014744
0.066202,0.928205,0.028101,0.176826,0.067568,0.027397,0.065999,0.918180,0.015224
0.065041,0.930769,0.031933,0.177867,0.108108,0.041096,0.078810,0.931386,0.011923
0.069686,0.928205,0.029520,0.148235,0.108108,0.041096,0.065400,0.938348,0.012404
0.068525,0.928205,0.028243,0.133092,0.081081,0.027397,0.064975,0.909137,0.014455
0.074332,0.925641,0.026682,0.135250,0.081081,0.027397,0.063179,0.921194,0.013558
0.075494,0.925641,0.028811,0.133747,0.094595,0.027397,0.065667,0.897438,0.014968
0.076655,0.933333,0.028953,0.120222,0.081081,0.027397,0.072765,0.927295,0.013974
0.078978,0.930769,0.028101,0.147272,0.067568,0.027397,0.065989,0.899519,0.013013
0.076655,0.928205,0.031223,0.131705,0.108108,0.041096,0.064371,0.932750,0.016827
0.077816,0.930769,0.027250,0.120646,0.067568,0.027397,0.063965,0.889615,0.016538
0.074332,0.930769,0.027817,0.147696,0.081081,0.027397,0.060617,0.902103,0.016186
0.074332,0.928205,0.029095,0.131242,0.081081,0.027397,0.076444,0.896792,0.017308
0.074332,0.928205,0.026256,0.122495,0.081081,0.027397,0.058536,0.870523,0.013269
0.077816,0.928205,0.028527,0.169698,0.108108,0.041096,0.070015,0.906122,0.015994
0.074332,0.928205,0.029520,0.140953,0.081081,0.027397,0.064914,0.866360,0.011763
0.070848,0.923077,0.025263,0.218943,0.108108,0.041096,0.051410,0.903754,0.015737
0.073171,0.923077,0.034204,0.130741,0.108108,0.041096,0.100511,0.866576,0.016154
0.072009,0.923077,0.030514,0.118835,0.094595,0.041096,0.078029,0.920548,0.014840
0.067364,0.923077,0.033778,0.147619,0.094595,0.041096,0.077931,0.884232,0.012372
0.068525,0.912821,0.037184,0.135211,0.121622,0.041096,0.076000,0.892485,0.016026
0.068525,0.912821,0.041584,0.132244,0.121622,0.041096,0.075018,0.879208,0.015865
0.065041,0.928205,0.033778,0.133092,0.121622,0.054795,0.085450,0.901601,0.013494
0.067364,0.920513,0.035623,0.136444,0.108108,0.041096,0.080835,0.873035,0.015962
0.066202,0.920513,0.034204,0.133323,0.121622,0.041096,0.072456,0.882724,0.013333
0.068525,0.925641,0.032785,0.134941,0.081081,0.027397,0.067439,0.831049,0.016186
0.065041,0.923077,0.022282,0.115367,0.094595,0.027397,0.042933,0.881289,0.015513
0.066202,0.923077,0.033494,0.147503,0.094595,0.041096,0.085618,0.831695,0.013782
0.066202,0.917949,0.031365,0.085774,0.094595,0.027397,0.073125,0.880212,0.015994
0.062718,0.917949,0.036049,0.169004,0.094595,0.041096,0.081878,0.830187,0.014744
0.061556,0.917949,0.032217,0.210465,0.094595,0.027397,0.077221,0.869518,0.013878
0.074332,0.917949,0.030514,0.161722,0.067568,0.027397,0.074382,0.821288,0.013077
0.075494,0.923077,0.024837,0.131820,0.067568,0.027397,0.055810,0.868801,0.017244
0.081301,0.917949,0.030372,0.135211,0.094595,0.027397,0.069552,0.999928,0.012788
0.080139,0.920513,0.029520,0.116870,0.081081,0.027397,0.071553,0.999928,0.012500
0.081301,0.920513,0.030656,0.328530,0.094595,0.027397,0.070455,0.999928,0.016058
0.083624,0.920513,0.031365,0.115983,0.108108,0.041096,0.073209,0.999928,0.017949
0.083624,0.923077,0.033494,0.147927,0.094595,0.041096,0.083944,0.999928,0.014904
0.081301,0.920513,0.032501,0.151241,0.108108,0.041096,0.073634,0.999928,0.015192
0.083624,0.920513,0.032926,0.134248,0.094595,0.041096,0.081101,0.999928,0.014679
0.081301,0.917949,0.032926,0.135211,0.121622,0.054795,0.089326,0.999928,0.015192
0.080139,0.917949,0.031507,0.115637,0.108108,0.041096,0.067097,0.999928,0.015737
0.080139,0.923077,0.030798,0.148158,0.094595,0.041096,0.081396,0.999928,0.015224
0.076655,0.920513,0.030372,0.104115,0.121622,0.041096,0.068533,0.999928,0.013526
0.078978,0.923077,0.031791,0.154786,0.094595,0.041096,0.071142,0.999928,0.012692
0.080139,0.920513,0.032359,0.152127,0.081081,0.027397,0.069234,0.999928,0.014199
0.077816,0.917949,0.028243,0.219790,0.094595,0.041096,0.069295,0.999928,0.015321
0.078978,0.917949,0.032785,0.116369,0.108108,0.041096,0.076346,0.999928,0.012436
0.080139,0.915385,0.028669,0.135751,0.081081,0.027397,0.064306,0.999928,0.011635
0.084785,0.920513,0.029804,0.148351,0.094595,0.027397,0.067939,0.999928,0.015000
0.083624,0.917949,0.028811,0.136752,0.067568,0.027397,0.067116,0.999928,0.015256
0.082462,0.917949,0.038603,0.134325,0.162162,0.054795,0.063385,0.999928,0.011506
0.087108,0.917949,0.028243,0.158832,0.081081,0.027397,0.082962,0.999928,0.015224
0.087108,0.915385,0.027533,0.136406,0.135135,0.041096,0.066677,0.999928,0.014968
0.085947,0.917949,0.032643,0.133246,0.121622,0.041096,0.067537,0.999928,0.012853
0.085947,0.915385,0.029946,0.136945,0.081081,0.027397,0.066003,0.999928,0.013654
0.082462,0.915385,0.028243,0.116715,0.067568,0.027397,0.066789,0.999928,0.015897
0.080139,0.920513,0.030372,0.149622,0.067568,0.027397,0.076426,0.999928,0.011603
0.077816,0.915385,0.038036,0.136598,0.081081,0.027397,0.068622,0.999928,0.017788
0.076655,0.917949,0.029946,0.138409,0.081081,0.027397,0.067060,0.999928,0.016410
0.073171,0.920513,0.029236,0.137253,0.094595,0.027397,0.065648,0.999928,0.013910
0.070848,0.917949,0.027533,0.206034,0.067568,0.027397,0.065508,0.999928,0.015449
0.068525,0.920513,0.029236,0.133207,0.081081,0.027397,0.083103,0.999928,0.012788
0.066202,0.923077,0.027959,0.139180,0.081081,0.027397,0.064881,0.999928,0.012051
