3.61,94
1.44,94
4.28,80
6.28,85
4.61,92
5.28,70
2.06,83
7.5,67
8.39,98
0.67,89
2.94,102
1.67,86
5.44,78
3.72,84
3.5,93
3.11,87
5.78,87
4.67,87
9,77
6.72,83
1,80
5.17,92
8.89,91
6.06,90
1.39,85
2.44,81
3.44,74
6.06,89
1.78,80
3.89,75
5,83
5,81
10.28,84
1.17,89
4.67,95
5,91
5.39,61
1.67,91
4.39,88
4.22,74
4.5,91
7.89,84
4.28,91
5.06,81
2.72,89
5.56,81
6.83,92
2.83,75
3.44,90
2.06,92
7.06,72
1.83,92
7.72,106
6.94,93
5.28,94
3.5,89
5.83,93
8.22,75
6.33,82
4.11,78
5,84
1.78,92
7.89,78
4.78,74
2.72,95
1,88
1.17,68
5.56,74
1.28,75
7.44,81
2.44,82
2.67,92
4.39,67
1.44,85
1.56,87
2.72,71
2.67,81
1.56,80
2.94,88
0.67,97
1.44,62
0.89,87
1.78,92
1.56,75
0.89,63
2.33,86
0.22,77
1.39,77
0.5,82
1.06,90
0.67,93
2.56,76
1.17,74
0.28,78
3.33,83
2.94,75
1.67,81
1.67,87
0.61,71
0.78,89
12.28,84
8.89,86
5.06,92
2.06,95
6.44,87
2.44,90
4.67,86
4.61,83
5,86
9.67,83
4.67,78
4.5,70
3.83,69
4.67,74
5.39,76
2.94,69
3.06,77
3.22,81
2.94,81
5.56,88
4.89,85
6.06,81
2.56,96
2.17,92
3.06,82
1.06,87
5.17,77
6.56,91
1.44,91
0.22,76
1.67,97
6.28,89
2.67,75
4.89,91
2.06,79
7.11,75
2.06,90
7.83,68
3.5,94
4.5,93
3.06,71
3.11,78
11.06,78
5.78,86
6.56,78
2.28,80
7.22,84
4.78,90
5.56,81
6.44,78
3.44,75
1.56,98
5.39,86
10.56,88
8.5,92
3.5,90
6.17,80
3.44,94
5,78
7.61,75
3.83,79
7.11,76
5,86
3.44,80
7.22,87
4.5,82
3.61,74
1.94,74
2.56,79
2.17,80
3.22,83
4.39,100
1.17,78
4.5,78
1.56,89
1.28,81
2.56,79
4.89,92
4,78
3.22,85
2.06,77
0.39,88
1.67,81
2.94,78
4.11,83
7.22,68
0.61,68
2.44,83
1.44,81
0.61,83
1.56,94
4,82
1.06,64
0.78,77
1.67,78
7.06,72
1.94,61
3.11,80
2.94,57
0.78,80
0.61,73
1,79
0.78,65
3.83,63
1.28,68
0.67,70
1.06,72
8.28,68
2.83,76
0.39,83
3.61,81
1.39,68
0.5,68
1.67,59
1.06,57
0.61,57
2.17,63
1.06,73
2.17,76
2.72,77
0.39,69
0.67,73
0.89,70
11.33,90
6.72,85
5.67,83
6.44,78
8.67,85
9.06,77
5.28,91
12.28,88
9.06,90
8.89,92
3.89,95
2.94,74
6.33,94
6.56,58
4.78,88
3.61,87
7.22,82
10.72,85
4.11,71
6.06,86
7.5,79
1.94,78
3.72,86
6.06,81
2.28,77
1.67,74
4,77
10.56,98
4.78,98
4.28,69
1.67,79
4.39,85
7.44,85
1.39,88
2.33,65
7.06,81
4.22,97
1.56,90
4,90
1.44,95
1.78,76
6.56,78
2.28,79
5.78,79
1.17,81
3.22,81
1.28,77
2.44,87
1.94,90
6.44,81
3.89,95
2.06,87
2.28,83
6.44,78
0.61,85
2.17,85
4.67,88
7.61,94
7.06,75
1.94,74
4.39,85
5.06,81
4.61,80
1.78,86
6.33,84
4.39,95
3.72,90
5.83,86
4.39,90
3.5,92
5.56,91
2.28,82
6.17,85
3.72,72
1.67,90
5.06,75
8.61,90
8.11,77
6.17,85
5.17,81
5.67,77
8,89
4.28,91
4.5,84
6.94,87
5.44,84
6.33,65
7.33,78
4.28,99
5.83,75
5.28,79
9.28,88
4.39,86
6.06,86
9.56,75
5.67,87
3.83,87
2.83,77
5.44,91
8.61,81
1.06,78
5.28,76
2.33,72
2.33,79
2.17,84
5.06,68
0.39,70
1.83,90
3.06,86
5.06,82
2.56,91
3.11,81
1.83,79
1.83,81
1.83,78
3.11,84
1.78,94
2.33,81
1.44,79
3.44,83
1.94,92
0.22,89
2.06,79
3.5,81
0.61,92
1.44,90
1.56,78
0.28,85
0.78,94
0.89,84
4,72
2.33,78
2.28,71
1.44,65
1.83,64
1,69
0.28,84
0.78,77
1.06,71
0.39,72
1.78,76
0.67,80
0.89,77
1.67,70
1.17,81
0.5,85
1.56,84
0.78,86
3.33,76
0.61,83
0.22,83
3.5,76
0.67,81
2.72,73
2.94,81
3.61,95
4.11,89
2.67,85
4.5,87
6.44,96
8.39,92
7.06,88
4.5,79
8.39,83
6.44,89
11.5,90
9.06,89
5.44,81
9.94,89
12.5,87
14.17,93
12.11,79
6.94,81
14.33,82
8.11,86
13,86
10.94,66
11.83,77
6.33,81
10.44,79
13.11,85
12.78,82
8.39,81
11.33,90
9.44,67
7.44,84
4.39,79
9.06,74
5.56,75
4.39,86
6.67,75
9.56,75
9.17,78
5.28,84
5.28,84
3.5,80
4.22,87
5.17,87
4.78,75
5.28,81
8.22,77
0.89,99
5.39,77
0.28,86
2.67,64
2.33,73
4.28,83
7.11,72
3.22,86
3.72,86
8,87
1.39,90
5.83,85
3.61,82
8.5,80
6.28,93
5.28,76
1.67,83
6.67,87
2.06,81
4.39,80
3.89,83
3.5,88
5.28,73
6.67,63
3.83,76
6.33,80
5,82
2.67,72
1.78,81
5.94,87
3.89,83
7.5,83
1.94,91
4.39,81
4.28,76
8.11,89
7.44,86
5.56,91
3.89,75
4.89,75
5.83,89
9.94,90
9,78
4.61,86
5.78,80
3.33,75
2.56,78
6.06,84
4.39,77
5.56,88
1.94,69
10.33,78
4.11,81
5.56,89
10.17,82
10.83,69
6.72,76
3.22,89
10.06,78
8.28,91
7.22,75
6.28,86
4.61,92
7.61,85
3.5,85
8.89,74
2.67,82
1.56,72
5.94,63
4.89,84
7.11,85
6.33,90
8.28,53
9.28,82
6.83,80
1.67,92
4.67,80
4.78,79
10.33,83
4.67,77
3.72,79
9.78,76
7.61,89
6.56,85
5.56,91
4.78,77
7.11,84
6.83,81
3.06,85
5.44,94
7.5,80
5.83,87
5.06,80
3.5,79
6.33,71
3.44,84
2.83,85
4.5,91
1.78,97
2.83,79
3.72,89
3.44,77
1.28,81
1.67,82
3.22,73
4.39,90
1.94,89
3.11,93
6.06,86
8.39,75
1.39,77
5.17,92
2.44,65
7.83,84
2.33,94
1.39,71
2.28,70
2.44,85
1.39,93
0.78,93
3.06,84
0.78,76
1.39,95
2.28,90
5.06,72
2.72,83
4.67,77
2.06,83
3.06,80
5.06,76
0.78,84
2.28,82
1,77
0.78,69
1.06,86
0,100
0.78,71
3.61,62
0.67,72
1.67,62
0,56
0,55
0.89,68
0.89,95
0.61,94
1.67,70
2.44,78
3.33,92
0.5,91
0,90
0,70
0.22,72
1.67,73
0.39,84
1.39,80
1.39,82
1.94,76
4.11,71
1.56,84
2.06,84
3.61,92
0.28,91
2.83,82
3.61,80
5.06,90
2.28,100
3.06,98
2.44,83
2.17,82
1.67,91
5.44,88
3.44,85
2.72,88
3.11,79
2.06,97
2.06,74
2.17,97
0.89,83
8.61,69
2.44,86
2.72,80
7.11,95
2.72,87
1.39,96
2.67,100
1.28,102
5.94,91
1.94,80
2.33,97
2.56,90
3.22,78
3.89,109
1.94,98
5.28,85
3.83,93
3.61,94
8.61,99
12.5,80
5.17,90
3.33,91
4.78,84
2.33,92
5.39,95
6.72,86
4.22,81
3.11,97
8.89,86
7.22,82
8.78,81
11.89,81
6.06,77
5.78,89
3.83,89
7.72,87
4.78,76
6.17,99
6.17,94
11.11,90
5.78,97
3.72,79
4.67,86
5,89
2.33,84
6.28,76
6.56,80
8.28,87
6.83,80
4.5,72
5.94,85
7.22,82
4,89
5.67,86
3.89,81
5,98
5.17,87
4.22,79
8,85
7.06,83
4.67,81
6.06,98
7.5,86
2.17,72
6.28,89
0.67,94
5.39,93
5.44,86
4.89,80
6.83,88
8.28,82
1.83,87
2.33,88
6.17,76
2.94,67
2.72,79
3.22,87
4.28,75
4.22,86
3.11,92
2.28,81
2.06,91
2.56,85
2.94,83
7.89,96
1.83,78
2.72,85
1.78,68
2.44,77
3.61,88
5.67,79
3.22,96
1.94,88
3.72,89
3.11,89
2.83,92
0,97
3.61,86
1.39,86
3.33,82
2.72,81
3.83,76
2.17,96
1.39,79
6.94,97
2.67,80
1.56,96
7.22,94
5.39,75
5.39,88
5.44,89
3.44,88
3.5,93
5.83,80
3.72,91
0.67,93
4.89,88
2.17,85
1.94,86
7.22,87
3.5,91
2.94,84
6.17,80
3.5,86
0.28,88
1.39,74
0.61,78
4.22,84
0.61,88
5.28,65
2.33,86
1.94,87
0.61,82
2.33,85
2.72,91
2.28,81
3.11,83
0.89,93
1.94,100
0.67,90
2.44,88
1.56,91
0.67,79
1.06,85
2.06,81
1.83,87
1.17,86
0.78,74
1.06,77
0.89,84
0.61,84
0.89,90
0.39,86
1.17,90
1.17,96
1.28,80
1.78,84
0.89,84
1.83,84
1.28,82
4.28,86
0.39,82
3.33,85
0,96
2.28,91
0.22,85
2.33,97
1.56,82
3.61,80
3.22,95
1.28,88
2.67,89
2.94,95
4.22,87
4,79
1.78,73
0.5,89
3.5,87
3.33,74
8.22,84
4.39,94
2.44,91
4,85
7.11,79
5.39,74
2.06,84
7.72,92
1.78,83
6.94,80
4.67,94
6.56,67
7.89,77
9.28,85
5,84
3.89,90
1.78,89
4.67,82
4.39,86
6.83,77
5.94,81
4.61,90
8.11,84
4,81
10.72,91
2.44,81
3.72,77
8.22,78
2.67,101
7.06,70
13.28,84
5,88
8.39,93
8.89,87
7.33,96
12.28,72
11.33,86
6.28,97
6.17,83
9.06,87
4.22,86
6.83,103
7.72,89
7.11,82
3.5,88
4.28,84
7.44,89
5.94,85
5.17,90
10.83,84
2.56,87
8.11,91
10.67,77
6.56,87
8.22,82
9.83,82
5.67,85
6.83,79
7.33,94
7.06,86
7.11,74
3.83,83
5.83,79
11.06,83
11.83,85
6.06,80
6.56,81
8.61,81
8.67,91
8.78,86
9.28,86
9,82
9.44,89
5.17,82
4.28,76
2.94,94
